CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,CRI Profile ver. 2.1 Structure View,,
142.288,DS,EX.DD-01.02,EXTEND / Procurement Planning and Due Diligence / Procurement Planning,"EX.DD-01.02: Procurement plans address the inherent risks of the planned activity, to include the complexity of the endeavor in terms of technology, scope, and novelty, and demonstrate that the potential business and financial benefits outweigh the costs to control the anticipated risks.",Yes,Yes,No,No,"GV.SC-06
","ASIC (1), DORA Level 1 (2), ECB CROE (1), FFIEC AIO (3), FFIEC CAT (1), FFIEC DAM (8), JFSA (2), OSFI CSSA (1)"
142.289,DS,EX.DD-01.03,EXTEND / Procurement Planning and Due Diligence / Procurement Planning,"EX.DD-01.03: Procurement plans address expected resource requirements and procedures for ongoing management and monitoring of the selected supplier, contingency plans for supplier non-performance, and specific considerations related to contract termination (e.g., return of data).",Yes,Yes,No,No,"GV.SC-06
","DORA Level 1 (2), FFIEC CAT (1), FFIEC DAM (9), JFSA (2)"
143,S,EX.DD-02,EXTEND / Procurement Planning and Due Diligence / Prospective Third Party Due Diligence,"EX.DD-02: The organization performs thorough due diligence on prospective third parties, consistent with procurement planning and commensurate with the level of risk, criticality, and complexity of each third-party relationship",,,,,"GV.SC-06
(CRI Expanded)",
143.290,DS,EX.DD-02.01,EXTEND / Procurement Planning and Due Diligence / Prospective Third Party Due Diligence,"EX.DD-02.01: The organization implements procedures, and allocates sufficient resources with the requisite knowledge and experience, to conduct third party due diligence and risk assessment consistent with the procurement plan and commensurate with level of risk, criticality, and complexity of each third-party relationship.",Yes,Yes,Yes,Yes,"GV.SC-06
","APRA CPG 234 (4), APRA CPS 234 (2), ASIC (1), DORA Level 1 (5), ECB CROE (2), FFIEC CAT (2), FFIEC DAM (9), HKMA C-RAF (1), JFSA (2), MAS (2), NAIC IDSML (1), NYDFS Part 500 (1), OCC CSWP (1), OSFI CSSA (2)"
143.291,DS,EX.DD-02.02,EXTEND / Procurement Planning and Due Diligence / Prospective Third Party Due Diligence,"EX.DD-02.02: The organization reviews and evaluates the proposed business arrangement, to include the proposed fee structures, incentives, and penalties, proposed staff resources, viability of proposed approaches, and business terms, to ensure that products or services are being obtained at competitive and reasonable costs and terms.",Yes,Yes,Yes,Yes,"GV.SC-06
","APRA CPG 234 (1), ASIC (1), DORA Level 1 (1), FFIEC CAT (1), FFIEC DAM (2), JFSA (1)"
143.292,DS,EX.DD-02.03,EXTEND / Procurement Planning and Due Diligence / Prospective Third Party Due Diligence,"EX.DD-02.03: The organization reviews and evaluates documentation, such as financial statements, independent audit reports, pooled/shared assessments, control test reports, SEC filings, and past and pending litigation, to the extent required to determine a prospective critical third party's soundness as a business and the quality and sustainability of its internal controls.",Yes,Yes,Yes,Yes,"GV.SC-06
","APRA CPG 234 (1), APRA CPS 234 (1), DORA Level 1 (2), FFIEC AIO (1), FFIEC BCM (1), FFIEC CAT (1), FFIEC DAM (1), HKMA C-RAF (1), JFSA (2), NAIC IDSML (1), OSFI CSSA (3)"
143.293,DS,EX.DD-02.04,EXTEND / Procurement Planning and Due Diligence / Prospective Third Party Due Diligence,"EX.DD-02.04: The organization reviews and assesses the prospective third party's controls for managing its suppliers and subcontractors (fourth and nth parties), any proposed role fourth and nth parties will play in delivering the products or services, and any specific fourth- and nth-party controls or alternative arrangements the organization may require to protect its interests.",Yes,Yes,Yes,Yes,"GV.SC-06
","APRA CPG 234 (1), APRA CPS 234 (1), ASIC (1), DORA Level 1 (3), ECB CROE (1), FFIEC CAT (1), FFIEC DAM (3), JFSA (1), NAIC IDSML (1), OSFI CSSA (1)"
144,S,EX.DD-03,EXTEND / Procurement Planning and Due Diligence / Technology & Cybersecurity Risk Assessment,EX.DD-03: The organization assesses the risks and suitability of the technology and cybersecurity capabilities and risk management practices of prospective third parties,,,,,"ID.RA-10
(CRI Expanded)",
144.294,DS,EX.DD-03.01,EXTEND / Procurement Planning and Due Diligence / Technology & Cybersecurity Risk Assessment,"EX.DD-03.01: The organization reviews, evaluates, and risk assesses a prospective critical third party's cybersecurity program, including its ability to identify, assess, monitor, and mitigate its cyber risks; the completeness of its policies and procedures; the strength of its technical and administrative controls; and the coverage of its internal and independent control testing programs.",Yes,Yes,Yes,Yes,"ID.RA-10
","APRA CPG 234 (6), APRA CPS 234 (4), ASIC (2), DORA Level 1 (1), EBA (1), ECB CROE (2), FFIEC AIO (2), FFIEC BCM (1), FFIEC CAT (2), HKMA C-RAF (1), MAS (2), NAIC IDSML (1), NYDFS Part 500 (2), OSFI CSSA (2), SEC Aug 2023 (1)"
144.295,DS,EX.DD-03.02,EXTEND / Procurement Planning and Due Diligence / Technology & Cybersecurity Risk Assessment,"EX.DD-03.02: The organization reviews, evaluates, and risk assesses a prospective critical third party's business continuity program, to include business impact analyses, risk assessments, continuity plans, disaster recovery plans, technology resilience architecture, and response and recovery plans, test plans, and test results.",Yes,Yes,Yes,Yes,"ID.RA-10
","DORA Level 1 (1), EBA (2), ECB CROE (1), FFIEC AIO (2), FFIEC BCM (3), FFIEC CAT (1), HKMA C-RAF (1), MAS (2), NAIC IDSML (1), OSFI CSSA (2)"
144.296,DS,EX.DD-03.03,EXTEND / Procurement Planning and Due Diligence / Technology & Cybersecurity Risk Assessment,"EX.DD-03.03: The organization reviews, evaluates, and risk assesses a prospective critical third party's incident response program, to include monitoring and alerting capabilities, incident reporting procedures and protocols, and capabilities for event analysis, problem resolution, and forensic investigation.",Yes,Yes,Yes,Yes,"ID.RA-10
","APRA CPS 234 (1), ASIC (1), DORA Level 1 (1), EBA (1), FFIEC BCM (1), FFIEC CAT (1), HKMA C-RAF (1), MAS (1), NAIC IDSML (1), OSFI CSSA (2)"
145,S,EX.DD-04,EXTEND / Procurement Planning and Due Diligence / Product & Service Due Diligence,"EX.DD-04: Third-party products and services are assessed relative to business, risk management, and cybersecurity requirements",,,,,"ID.RA-09
(CRI Expanded)",
145.297,DS,EX.DD-04.01,EXTEND / Procurement Planning and Due Diligence / Product & Service Due Diligence,"EX.DD-04.01: The organization defines and implements procedures for assessing the compatibility, security, integrity, and authenticity of externally-developed or externally-sourced applications, software, software components, and firmware before deployment and upon any major change.",Yes,Yes,No,No,"ID.RA-09
","APRA CPG 234 (4), EBA (4), ECB CROE (2), FFIEC AIO (3), FFIEC CAT (3), FFIEC DAM (7), HKMA C-RAF (3), MAS (7), NYDFS Part 500 (1), OSFI B-13 (4), OSFI CSSA (2)"
145.298,DS,EX.DD-04.02,EXTEND / Procurement Planning and Due Diligence / Product & Service Due Diligence,"EX.DD-04.02: The organization reviews and evaluates any technologies or information systems proposed to support a third party's services or activities, to include compatibility with the organization's technology and cybersecurity architectures, interactions and interfaces with existing systems, security controls, operational management and support requirements, and suitability to the task.",Yes,Yes,Yes,Yes,"ID.RA-09
","APRA CPS 234 (2), EBA (1), FFIEC AIO (3), FFIEC CAT (1), FFIEC DAM (2), MAS (2), OSFI B-13 (2)"
146,C,EX.CN,EXTEND / Third-Party Contracts and Agreements,Third-Party Contracts and Agreements (EX.CN): Contracts establish baseline protections to manage risk over the life of the third-party relationship,,,,,"GV.SC-05
(CRI Expanded)",
147,S,EX.CN-01,EXTEND / Third-Party Contracts and Agreements / Contract General Requirements,EX.CN-01: Contracts clearly specify the rights and responsibilities of each party and establish requirements to address the anticipated risks posed by a third party over the life of the relationship,,,,,"GV.SC-05
(CRI Expanded)",
147.299,DS,EX.CN-01.01,EXTEND / Third-Party Contracts and Agreements / Contract General Requirements,"EX.CN-01.01: Contracts with suppliers clearly detail the general terms, nature, and scope of the arrangement, to include the distribution of responsibilities between the parties; costs, compensation, reimbursements, incentives, and penalties; service level agreements, performance measures, and benchmarks; responsibilities for providing, receiving, and retaining information; recourse provisions; and the organization's rights to review, monitor, and audit the supplier's activities.",Yes,Yes,Yes,Yes,"GV.SC-05
","APRA CPG 234 (1), ASIC (1), DORA Level 1 (6), EBA (1), FFIEC AIO (3), FFIEC CAT (1), FFIEC DAM (2), HK SFC (1), HKMA C-RAF (3), JFSA (3), NYDFS Part 500 (1), OSFI CSSA (1)"
147.300,DS,EX.CN-01.02,EXTEND / Third-Party Contracts and Agreements / Contract General Requirements,"EX.CN-01.02: Contracts with suppliers address, as relevant to the product or service, the supplier's requirements for managing its own suppliers and partners (fourth parties) and the risks those fourth parties may pose to the third party and to the organization, to include fourth party due diligence, limitations on activities or geography, monitoring, notifications, liability and indemnifications, etc.",Yes,Yes,Yes,Yes,"GV.SC-05
","APRA CPG 234 (1), APRA CPS 234 (2), ASIC (1), DORA Level 1 (4), FFIEC AIO (2), FFIEC CAT (1), FFIEC DAM (2), HK SFC (1), JFSA (1)"
147.301,DS,EX.CN-01.03,EXTEND / Third-Party Contracts and Agreements / Contract General Requirements,"EX.CN-01.03: Contracts with suppliers address, as relevant to the product or service, the implications of foreign-based third or fourth parties, to include the relevance of local laws and regulations, access to facilities and data, limitations on cross-border data transfer, and language and time zone management.",Yes,Yes,Yes,Yes,"GV.SC-05
","DORA Level 1 (3), FFIEC CAT (1), FFIEC DAM (2), HK SFC (1), JFSA (1)"
148,S,EX.CN-02,EXTEND / Third-Party Contracts and Agreements / Contract Cybersecurity-Related Requirements,"EX.CN-02: Expected cybersecurity practices for critical third parties that meet the risk management objectives of the organization are identified, documented, and agreed",,,,,"GV.SC-05
(CRI Expanded)",
148.302,DS,EX.CN-02.01,EXTEND / Third-Party Contracts and Agreements / Contract Cybersecurity-Related Requirements,"EX.CN-02.01: The organization's contracts require third-parties to implement minimum technology and cybersecurity management requirements, to maintain those practices for the life of the relationship, and to provide evidence of compliance on an ongoing basis.",Yes,Yes,Yes,Yes,"GV.SC-05
","APRA CPG 234 (2), APRA CPS 234 (2), ASIC (1), DORA Level 1 (4), EBA (1), FFIEC AIO (1), FFIEC BCM (1), FFIEC CAT (4), FFIEC DAM (1), HK SFC (1), HKMA C-RAF (2), JFSA (1), NAIC IDSML (1), NYDFS Part 500 (3), OSFI CSSA (1)"
148.303,DS,EX.CN-02.02,EXTEND / Third-Party Contracts and Agreements / Contract Cybersecurity-Related Requirements,"EX.CN-02.02: Minimum cybersecurity requirements for third-parties include requirements for incident and vulnerability notification, to include the types of events requiring notification, notification timeframes, and escalation protocols.",Yes,Yes,Yes,Yes,"GV.SC-05
","APRA CPS 234 (2), ASIC (1), DORA Level 1 (1), EBA (1), ECB CROE (1), FFIEC CAT (3), FFIEC DAM (1), HK SFC (1), HKMA C-RAF (2), NAIC IDSML (3), NYDFS Part 500 (2), OSFI CSSA (2), SEC Aug 2023 (1)"
148.304,DS,EX.CN-02.03,EXTEND / Third-Party Contracts and Agreements / Contract Cybersecurity-Related Requirements,"EX.CN-02.03: Contracts with suppliers address, as relevant to the product or service, the supplier's obligation to maintain and regularly test a business continuity program and disaster recovery capability the meets the defined resilience requirements of the organization.",Yes,Yes,Yes,Yes,"GV.SC-05
","APRA CPG 234 (1), APRA CPS 234 (1), DORA Level 1 (3), EBA (2), FFIEC AIO (1), FFIEC BCM (2), FFIEC CAT (1), FFIEC DAM (1), HK SFC (1), HKMA C-RAF (2), NAIC IDSML (1), NYDFS Part 500 (1), OSFI B-13 (1), OSFI CSSA (1)"
148.305,DS,EX.CN-02.04,EXTEND / Third-Party Contracts and Agreements / Contract Cybersecurity-Related Requirements,"EX.CN-02.04: Contracts with suppliers address, as relevant to the product or service, the supplier's obligation to regularly participate in joint and/or bilateral recovery exercises and tests, and to address significant issues identified through recovery testing.",Yes,Yes,Yes,Yes,"GV.SC-05
","APRA CPG 234 (2), DORA Level 1 (2), ECB CROE (1), FFIEC BCM (4), FFIEC CAT (1), FFIEC DAM (1), HK SFC (1), HKMA C-RAF (1), NAIC IDSML (1), OSFI B-13 (1)"
149,C,EX.MM,EXTEND / Monitoring and Managing Suppliers,Monitoring and Managing Suppliers (EX.MM): The risks posed by a third-party are monitored and managed over the course of the relationship,,,,,"GV.SC-07
(CRI Expanded)",
150,S,EX.MM-01,EXTEND / Monitoring and Managing Suppliers / Ongoing Third-Party Monitoring,"EX.MM-01: Critical suppliers and third parties are monitored to confirm that they continue to satisfy their obligations as required; reviews of audits, test results, or other assessments of third parties are conducted",,,,,"GV.SC-07
(CRI Expanded)",
150.306,DS,EX.MM-01.01,EXTEND / Monitoring and Managing Suppliers / Ongoing Third-Party Monitoring,"EX.MM-01.01: The organization implements procedures, and allocates sufficient resources with the requisite knowledge and experience, to manage and monitor its third-party relationships to a degree and extent commensurate with the risk each third party poses to the organization and the criticality of the third party's products, services, and/or relationship to the organization.",Yes,Yes,Yes,Yes,"GV.SC-07
","APRA CPG 234 (2), APRA CPS 234 (1), ASIC (2), DORA Level 1 (3), EBA (1), FFIEC AIO (2), FFIEC CAT (6), FFIEC DAM (2), HKMA C-RAF (4), JFSA (3), MAS (1), NAIC IDSML (2), NYDFS Part 500 (2), OCC CSWP (1), OSFI CSSA (2), SEC Aug 2023 (1)"
150.307,DS,EX.MM-01.02,EXTEND / Monitoring and Managing Suppliers / Ongoing Third-Party Monitoring,"EX.MM-01.02: The organization regularly evaluates its third party relationships to determine if changes in the organization's circumstances, objectives, or third party use warrant a change in a third party's risk rating (e.g., a less critical third-party relationship evolves into being a critical relationship).",Yes,Yes,No,No,"GV.SC-07
","APRA CPG 234 (1), APRA CPS 234 (1), EBA (1), FFIEC CAT (1), FFIEC DAM (1), JFSA (1), OSFI CSSA (1)"
150.308,DS,EX.MM-01.03,EXTEND / Monitoring and Managing Suppliers / Ongoing Third-Party Monitoring,"EX.MM-01.03: The organization monitors for and regularly evaluates changes in a critical third party's business posture that could pose adverse risk to the organization (e.g., financial condition, reputation, adverse news, compliance/regulatory issues, key personnel, business relationships, consumer complaints, etc.)",Yes,Yes,Yes,Yes,"GV.SC-07
","APRA CPS 234 (1), EBA (1), FFIEC CAT (1), JFSA (2), OSFI CSSA (1)"
150.309,DS,EX.MM-01.04,EXTEND / Monitoring and Managing Suppliers / Ongoing Third-Party Monitoring,"EX.MM-01.04: The organization regularly assesses critical third party adherence to service level agreements, product specifications, performance metrics, resource level/skill commitments, and quality expectations; addresses performance issues; and exercises contract penalties or credits as warranted.",Yes,Yes,Yes,Yes,"GV.SC-07
","APRA CPG 234 (1), EBA (1), FFIEC AIO (4), FFIEC CAT (1), FFIEC DAM (1), JFSA (2), NYDFS Part 500 (1), OSFI CSSA (2)"
150.310,DS,EX.MM-01.05,EXTEND / Monitoring and Managing Suppliers / Ongoing Third-Party Monitoring,"EX.MM-01.05: The organization regularly assesses a critical third party's program and ability to manage its own suppliers and partners (fourth and nth parties) and the risks those fourth and nth parties may pose to the third party and to the organization (e.g., cybersecurity supply chain risk, concentration risk, reputation risk, foreign-party risk, etc.)",Yes,Yes,Yes,No,"GV.SC-07
","APRA CPG 234 (1), ASIC (1), DORA Level 1 (1), EBA (1), ECB CROE (1), FFIEC CAT (1), FFIEC DAM (1), HKMA C-RAF (1), JFSA (2), NAIC IDSML (1), OSFI CSSA (1)"
150.311,DS,EX.MM-01.06,EXTEND / Monitoring and Managing Suppliers / Ongoing Third-Party Monitoring,"EX.MM-01.06: The organization regularly reviews the foreign-based operations and activities of a critical third party, or its critical fourth parties, to confirm contract controls are maintained and compliance requirements are managed.",Yes,Yes,Yes,Yes,"GV.SC-07
","DORA Level 1 (1), EBA (1), FFIEC CAT (1), FFIEC DAM (1), HKMA C-RAF (1), JFSA (1), NAIC IDSML (1), OSFI CSSA (1)"
