7. IT Service Management / 7.2 Configuration Management,TR-7.2.1,"7.2.1: Configuration management is the process of maintaining key information (e.g. model, version, specifications, etc.) about the configuration of the hardware and software that makes up each IT system. The FI should implement a configuration management process to maintain accurate information of its hardware and software to have visibility and effective control of its IT systems.",Full Summarily,"PR.PS-01.01: The organization establishes and maintains standard system security configuration baselines, informed by industry standards and hardening guidelines, to facilitate the consistent application of security settings, configurations, and versions.",PROTECT / Platform Security / Configuration Management,PR.PS-01.01
7. IT Service Management / 7.2 Configuration Management,TR-7.2.1,"7.2.1: Configuration management is the process of maintaining key information (e.g. model, version, specifications, etc.) about the configuration of the hardware and software that makes up each IT system. The FI should implement a configuration management process to maintain accurate information of its hardware and software to have visibility and effective control of its IT systems.",Full Summarily,PR.PS-01.03: The organization employs detection measures and performs regular enforcement checks to ensure that non-compliance with baseline security standards are promptly identified and rectified.,PROTECT / Platform Security / Configuration Management,PR.PS-01.03
7. IT Service Management / 7.2 Configuration Management,TR-7.2.2,7.2.2: The FI should review and verify the configuration information of its hardware and software on a regular basis to ensure it is accurate and up-to-date.,Full Summarily,"PR.PS-01.01: The organization establishes and maintains standard system security configuration baselines, informed by industry standards and hardening guidelines, to facilitate the consistent application of security settings, configurations, and versions.",PROTECT / Platform Security / Configuration Management,PR.PS-01.01
7. IT Service Management / 7.2 Configuration Management,TR-7.2.2,7.2.2: The FI should review and verify the configuration information of its hardware and software on a regular basis to ensure it is accurate and up-to-date.,Full Summarily,PR.PS-01.03: The organization employs detection measures and performs regular enforcement checks to ensure that non-compliance with baseline security standards are promptly identified and rectified.,PROTECT / Platform Security / Configuration Management,PR.PS-01.03
7. IT Service Management / 7.3 Technology Refresh Management,TR-7.3.1,"7.3.1: The FI should avoid using outdated and unsupported hardware or software, which could increase its exposure to security and stability risks. The FI should closely monitor the hardware’s or software’s end-of-support (EOS) dates as service providers would typically cease the provision of patches, including those relating to security vulnerabilities that are found after the EOS date.",Full,"PR.PS-02.03: Technology obsolescence, unsupported systems, and end-of-life decommissioning/replacements are addressed in a risk-based manner and actively planned for, funded, managed, and securely executed.",PROTECT / Platform Security / Software Maintenance & Replacement,PR.PS-02.03
7. IT Service Management / 7.3 Technology Refresh Management,TR-7.3.2,"7.3.2: A technology refresh plan for the replacement of hardware and software should be developed before they reach EOS. A risk assessment for hardware and software approaching EOS date should be conducted to evaluate the risks of their continued use, and effective risk mitigation measures should be implemented.",Full,"PR.PS-02.03: Technology obsolescence, unsupported systems, and end-of-life decommissioning/replacements are addressed in a risk-based manner and actively planned for, funded, managed, and securely executed.",PROTECT / Platform Security / Software Maintenance & Replacement,PR.PS-02.03
7. IT Service Management / 7.3 Technology Refresh Management,TR-7.3.3,7.3.3: The FI should obtain dispensation from its management for the continued use of outdated and unsupported hardware and software. The dispensation should be assigned a validity period that is commensurate with the identified risks and risk mitigation measures. The dispensation should be reviewed periodically to ensure the attendant risks remain at an acceptable level.,Full Summarily,ID.RA-07.05: The organization establishes and maintains an exception management process for identified vulnerabilities that cannot be mitigated within target timeframes.,IDENTIFY / Risk Assessment / Change & Exception Management,ID.RA-07.05
7. IT Service Management / 7.3 Technology Refresh Management,TR-7.3.3,7.3.3: The FI should obtain dispensation from its management for the continued use of outdated and unsupported hardware and software. The dispensation should be assigned a validity period that is commensurate with the identified risks and risk mitigation measures. The dispensation should be reviewed periodically to ensure the attendant risks remain at an acceptable level.,Full Summarily,"PR.PS-02.03: Technology obsolescence, unsupported systems, and end-of-life decommissioning/replacements are addressed in a risk-based manner and actively planned for, funded, managed, and securely executed.",PROTECT / Platform Security / Software Maintenance & Replacement,PR.PS-02.03
7. IT Service Management / 7.4 Patch Management,TR-7.4.1,7.4.1: A patch management process should be established to ensure applicable functional and non-functional patches (e.g. fixes for security vulnerabilities and software bugs) are implemented within a timeframe that is commensurate with the criticality of the patches and the FI’s IT systems.,Full,"PR.PS-02.01: The organization defines and implements controls to identify patches to technology assets, assess patch criticality and risk, test patches, and apply patches within risk/criticality-based target time frames.",PROTECT / Platform Security / Software Maintenance & Replacement,PR.PS-02.01
7. IT Service Management / 7.4 Patch Management,TR-7.4.2,7.4.2: Patches should be tested before they are applied to the FI’s IT systems in the production environment to ensure compatibility with existing IT systems or they do not introduce problems to the IT environment.,Full,"PR.PS-02.01: The organization defines and implements controls to identify patches to technology assets, assess patch criticality and risk, test patches, and apply patches within risk/criticality-based target time frames.",PROTECT / Platform Security / Software Maintenance & Replacement,PR.PS-02.01
7. IT Service Management / 7.5 Change Management,TR-7.5.1,"7.5.1: The FI should establish a change management process to ensure changes to information assets are assessed, tested, reviewed and approved before implementation.",Full,"ID.RA-07.01: The organization defines and implements change management standards and procedures, to include emergency change procedures, that explicitly address risk identified both prior to and during a change, any new risk created post-change, as well as the reviewing and approving authorities (e.g., change advisory boards).",IDENTIFY / Risk Assessment / Change & Exception Management,ID.RA-07.01
7. IT Service Management / 7.5 Change Management,TR-7.5.2,7.5.2: A risk and impact analysis of the change to an information asset should be conducted before implementing the change. The analysis should cover factors such as security and implications of the change in relation to other information assets.,Full summarily,"ID.RA-07.01: The organization defines and implements change management standards and procedures, to include emergency change procedures, that explicitly address risk identified both prior to and during a change, any new risk created post-change, as well as the reviewing and approving authorities (e.g., change advisory boards).",IDENTIFY / Risk Assessment / Change & Exception Management,ID.RA-07.01
7. IT Service Management / 7.5 Change Management,TR-7.5.2,7.5.2: A risk and impact analysis of the change to an information asset should be conducted before implementing the change. The analysis should cover factors such as security and implications of the change in relation to other information assets.,Full summarily,"ID.RA-07.02: Risk-based criteria are used to categorize each system change, to include emergency changes, to determine the necessary change process standards to apply for change planning, rollback planning, pre-change testing, change access control, post-change verification, and change review and approval.",IDENTIFY / Risk Assessment / Change & Exception Management,ID.RA-07.02
7. IT Service Management / 7.5 Change Management,TR-7.5.3,7.5.3: The FI should ensure all changes are adequately tested in the test environment. Test plans for changes should be developed and approved by the relevant business and IT management. Test results should be accepted and signed off before the changes are deployed to the production environment.,Full Summarily,"ID.RA-07.01: The organization defines and implements change management standards and procedures, to include emergency change procedures, that explicitly address risk identified both prior to and during a change, any new risk created post-change, as well as the reviewing and approving authorities (e.g., change advisory boards).",IDENTIFY / Risk Assessment / Change & Exception Management,ID.RA-07.01
7. IT Service Management / 7.5 Change Management,TR-7.5.3,7.5.3: The FI should ensure all changes are adequately tested in the test environment. Test plans for changes should be developed and approved by the relevant business and IT management. Test results should be accepted and signed off before the changes are deployed to the production environment.,Full summarily,"ID.RA-07.02: Risk-based criteria are used to categorize each system change, to include emergency changes, to determine the necessary change process standards to apply for change planning, rollback planning, pre-change testing, change access control, post-change verification, and change review and approval.",IDENTIFY / Risk Assessment / Change & Exception Management,ID.RA-07.02
7. IT Service Management / 7.5 Change Management,TR-7.5.3,7.5.3: The FI should ensure all changes are adequately tested in the test environment. Test plans for changes should be developed and approved by the relevant business and IT management. Test results should be accepted and signed off before the changes are deployed to the production environment.,Full Summarily,"PR.PS-06.05: A software security testing and validation strategy is developed and implemented in the development lifecycle of all software projects, defining testing requirements and plans; performing/automating testing, vulnerability scanning, and migration activities; and supporting code integrity verification (e.g., using digital signatures).",PROTECT / Platform Security / Secure Systems Development Practices,PR.PS-06.05
7. IT Service Management / 7.5 Change Management,TR-7.5.4,"7.5.4: A change advisory board, comprising key stakeholders including business and IT management, should be formed to approve and prioritise the changes after considering the stability and security implications of the changes to the production environment.",Full,"ID.RA-07.01: The organization defines and implements change management standards and procedures, to include emergency change procedures, that explicitly address risk identified both prior to and during a change, any new risk created post-change, as well as the reviewing and approving authorities (e.g., change advisory boards).",IDENTIFY / Risk Assessment / Change & Exception Management,ID.RA-07.01
7. IT Service Management / 7.5 Change Management,TR-7.5.5,"7.5.5: The FI should perform a backup of the information asset prior to the change implementation, and establish a rollback plan to revert the information asset to the previous state if a problem arises during or after the change implementation.",Full,"ID.RA-07.02: Risk-based criteria are used to categorize each system change, to include emergency changes, to determine the necessary change process standards to apply for change planning, rollback planning, pre-change testing, change access control, post-change verification, and change review and approval.",IDENTIFY / Risk Assessment / Change & Exception Management,ID.RA-07.02
7. IT Service Management / 7.5 Change Management,TR-7.5.6,"7.5.6: Urgent or emergency changes, such as a high priority security patch for an IT system, are changes that need to be implemented expeditiously and may not be able to follow the standard change management process. To reduce the risk to the security and stability of the production environment, the FI should clearly define the procedures for assessing, approving and implementing emergency changes, as well as identify the authorisers or approvers for the changes.",Full Summarily,"ID.RA-06.05: The organization defines and implements standards and procedures to prioritize and remediate issues identified in vulnerability scanning or penetration testing, including emergency or zero-day threats and vulnerabilities.",IDENTIFY / Risk Assessment / Risk Response Determination,ID.RA-06.05
7. IT Service Management / 7.5 Change Management,TR-7.5.6,"7.5.6: Urgent or emergency changes, such as a high priority security patch for an IT system, are changes that need to be implemented expeditiously and may not be able to follow the standard change management process. To reduce the risk to the security and stability of the production environment, the FI should clearly define the procedures for assessing, approving and implementing emergency changes, as well as identify the authorisers or approvers for the changes.",Full Summarily,"ID.RA-07.02: Risk-based criteria are used to categorize each system change, to include emergency changes, to determine the necessary change process standards to apply for change planning, rollback planning, pre-change testing, change access control, post-change verification, and change review and approval.",IDENTIFY / Risk Assessment / Change & Exception Management,ID.RA-07.02
7. IT Service Management / 7.5 Change Management,TR-7.5.7,"7.5.7: Logs contain useful information which facilitates investigations and troubleshooting. As such, the FI should ensure the logging facility is enabled to record activities that are performed during the change process.",Partial,"ID.RA-07.02: Risk-based criteria are used to categorize each system change, to include emergency changes, to determine the necessary change process standards to apply for change planning, rollback planning, pre-change testing, change access control, post-change verification, and change review and approval.",IDENTIFY / Risk Assessment / Change & Exception Management,ID.RA-07.02
7. IT Service Management / 7.6 Software Release Management,TR-7.6.1,"7.6.1: Segregation of duties in the software release process should be practised to ensure no single individual has the ability to develop, compile and move software codes from one environment to another.",Full,"PR.AA-05.01: The organization limits access privileges to the minimum necessary and with consideration of separation of duties (e.g., through role-based access control, asset owner access recertifications, etc.).","PROTECT / Identity Management, Authentication, and Access Control / Access Authorizations",PR.AA-05.01
7. IT Service Management / 7.6 Software Release Management,TR-7.6.2,7.6.2: It is important that controls are implemented to maintain traceability and integrity for all software codes that are moved between IT environments.,Full,"PR.PS-06.04: Systems development and testing tools, processes, and environments employ security mechanisms to protect and improve the integrity and confidentiality of both the SDLC process and the resulting product (e.g., secured code repositories, segmented environments, automated builds, etc.)",PROTECT / Platform Security / Secure Systems Development Practices,PR.PS-06.04
7. IT Service Management / 7.7 Incident Management,TR-7.7.1,"7.7.1: An IT incident occurs when there is an unexpected disruption to the delivery of IT services or a security breach of an IT system, which compromises the confidentiality, integrity and availability of data or the IT system. The FI should establish an incident management framework with the objective of restoring an affected IT service or system to a secure and stable state, as quickly as possible, so as to minimise impact to the FI’s business and customers.",Full,"ID.IM-04.01: The organization's business continuity, disaster recovery, crisis management, and response plans are in place and managed, aligned with each other, and incorporate considerations of cyber incidents.",IDENTIFY / Improvement / Plans Affecting Operatons,ID.IM-04.01
7. IT Service Management / 7.7 Incident Management,TR-7.7.2,"7.7.2: The FI should ensure sufficient resources are available to facilitate and support incident response and recovery. The FI may engage external assistance to augment its resources to facilitate and support incident response and recovery. For example, the FI can engage an incident response and security forensic company to support cyber attack investigation, and provide 24 by 7 incident response capability.",Full summarily,"GV.RR-02.02: The organization has established and assigned roles and responsibilities for systematic cybersecurity threat identification, monitoring, detection, and event reporting processes, and ensures adequate coverage and organizational alignment for these functions.","GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities",GV.RR-02.02
7. IT Service Management / 7.7 Incident Management,TR-7.7.2,"7.7.2: The FI should ensure sufficient resources are available to facilitate and support incident response and recovery. The FI may engage external assistance to augment its resources to facilitate and support incident response and recovery. For example, the FI can engage an incident response and security forensic company to support cyber attack investigation, and provide 24 by 7 incident response capability.",Full summarily,"ID.IM-04.07: The organization pre-identifies, pre-qualifies, and retains third party incident management support and forensic service firms, as required, that can be called upon to quickly assist with incident response, investigation, and recovery.",IDENTIFY / Improvement / Plans Affecting Operatons,ID.IM-04.07
7. IT Service Management / 7.7 Incident Management,TR-7.7.2,"7.7.2: The FI should ensure sufficient resources are available to facilitate and support incident response and recovery. The FI may engage external assistance to augment its resources to facilitate and support incident response and recovery. For example, the FI can engage an incident response and security forensic company to support cyber attack investigation, and provide 24 by 7 incident response capability.",Full summarily,PR.AT-02.03: All personnel (employee and third party) are made aware of and are trained for their role and operational steps in response and recovery plans.,PROTECT / Awareness and Training / Specialized Role Awareness & Training,PR.AT-02.03
7. IT Service Management / 7.7 Incident Management,TR-7.7.3,"7.7.3: The incident management framework should minimally cover: 
a) the process and procedure for handling IT incidents, including cyber related incidents;
b) maintenance and protection of supporting evidence for the investigation and diagnosis of incidents; and
c) the roles and responsibilities of staff and external parties involved in recording, analysis, escalation, decision-making, resolution and monitoring of incidents.",Full summarily,"ID.IM-04.02: The organization's incident response and business continuity plans contain clearly defined roles, responsibilities, and levels of decision-making authority, and include all needed areas of participation and expertise across the organization and key third-parties.",IDENTIFY / Improvement / Plans Affecting Operatons,ID.IM-04.02
7. IT Service Management / 7.7 Incident Management,TR-7.7.3,"7.7.3: The incident management framework should minimally cover: 
a) the process and procedure for handling IT incidents, including cyber related incidents;
b) maintenance and protection of supporting evidence for the investigation and diagnosis of incidents; and
c) the roles and responsibilities of staff and external parties involved in recording, analysis, escalation, decision-making, resolution and monitoring of incidents.",Full summarily,"RS.MA-04.01: Response activities are centrally coordinated, response progress and milestones are tracked and documented, and new incident information is assimilated into ongoing tasks, assignments, and escalations.",RESPOND / Incident Management / Incident Escalation,RS.MA-04.01
7. IT Service Management / 7.7 Incident Management,TR-7.7.3,"7.7.3: The incident management framework should minimally cover: 
a) the process and procedure for handling IT incidents, including cyber related incidents;
b) maintenance and protection of supporting evidence for the investigation and diagnosis of incidents; and
c) the roles and responsibilities of staff and external parties involved in recording, analysis, escalation, decision-making, resolution and monitoring of incidents.",Full summarily,RS.MA-05.01: The organization's incident response plans define severity levels and associated criteria for initiating response plans and escalating event response to appropriate stakeholders and management levels.,RESPOND / Incident Management / Recovery Initiation,RS.MA-05.01
7. IT Service Management / 7.7 Incident Management,TR-7.7.3,"7.7.3: The incident management framework should minimally cover: 
a) the process and procedure for handling IT incidents, including cyber related incidents;
b) maintenance and protection of supporting evidence for the investigation and diagnosis of incidents; and
c) the roles and responsibilities of staff and external parties involved in recording, analysis, escalation, decision-making, resolution and monitoring of incidents.",Full summarily,"RS.AN-06.01: The organization establishes a risk-based approach and procedures for quarantining systems, conducting investigations, and collecting and preserving evidence per best practices and forensic standards.",RESPOND / Incident Analysis / Investigation Documentation,RS.AN-06.01
7. IT Service Management / 7.7 Incident Management,TR-7.7.3,"7.7.3: The incident management framework should minimally cover: 
a) the process and procedure for handling IT incidents, including cyber related incidents;
b) maintenance and protection of supporting evidence for the investigation and diagnosis of incidents; and
c) the roles and responsibilities of staff and external parties involved in recording, analysis, escalation, decision-making, resolution and monitoring of incidents.",Full summarily,"RC.RP-06.01: Incident management activities are closed under defined conditions and documentation to support subsequent post-mortem review, process improvement, and any follow-on activities is collected and verified.",RECOVER / Incident Recovery Plan Execution / End-of-Incident Determination,RC.RP-06.01
7. IT Service Management / 7.7 Incident Management,TR-7.7.4,7.7.4: The FI should configure system events or alerts to provide an early indication of issues that may affect its IT systems’ performance and security. System events or alerts should be actively monitored so that prompt measures can be taken to address the issues early.,Full summarily,"DE.CM-01.02: The organization implements mechanisms, such as alerting and filtering of sudden high volumes and suspicious incoming traffic, to detect and mitigate Denial of Service, ""bot"", and credential stuffing attacks.",DETECT / Continuous Monitoring / Network Monitoring,DE.CM-01.02
7. IT Service Management / 7.7 Incident Management,TR-7.7.4,7.7.4: The FI should configure system events or alerts to provide an early indication of issues that may affect its IT systems’ performance and security. System events or alerts should be actively monitored so that prompt measures can be taken to address the issues early.,Full summarily,"RS.MA-02.01: Tools and processes are in place to ensure timely detection, inspection, assessment, and analysis of security event data for reliable activation of incident response processes.",RESPOND / Incident Management / Incident Triage & Validaton,RS.MA-02.01
7. IT Service Management / 7.7 Incident Management,TR-7.7.5,"7.7.5: In some situations, a major incident may develop unfavourably into a crisis. The FI should regularly apprise its senior management of the status of major incidents so that decisions to mitigate the impact of the crisis can be made in a timely manner, such as activation of IT disaster recovery.",Full,"RS.CO-02.01: The organization's incident response program includes defined and approved escalation protocols, linked to organizational decision levels and communication strategies, including which types of information will be shared, with whom (e.g., the organization's governing authority and senior management), and how information provided to the organization will be acted upon.",RESPOND / Incident Response Reporting and Communication / Stakeholder Incident Notification,RS.CO-02.01
7. IT Service Management / 7.7 Incident Management,TR-7.7.6,"7.7.6: A communications plan that covers the process and procedures to apprise customers of impact on services, and to handle media or public queries should be maintained. The plan should also include identifying the spokespersons and subject matter experts to address the media or public queries as well as the communication channels to disseminate information.",Full,"RC.CO-04.01: Pre-established communication plans and message templates, and authorized protocols, contacts, media, and communications, are used to notify and inform the public and key external stakeholders about an incident.",RECOVER / Incident Recovery Communication / Public Information Sharing,RC.CO-04.01
7. IT Service Management / 7.7 Incident Management,TR-7.7.7,"7.7.7: It would be useful for the FI to provide timely updates to its customers on the progress of its incident management and the measures the FI is implementing to protect its customers and continue delivery of financial services. Where appropriate, the FI should advise its customers on actions that they should take to protect themselves.",Full,"RC.CO-04.01: Pre-established communication plans and message templates, and authorized protocols, contacts, media, and communications, are used to notify and inform the public and key external stakeholders about an incident.",RECOVER / Incident Recovery Communication / Public Information Sharing,RC.CO-04.01
7. IT Service Management / 7.8 Problem Management,TR-7.8.1,7.8.1: The FI should establish problem management process and procedures to determine and resolve the root cause of incidents to prevent the recurrence of similar incidents.,Full summarily,"PR.PS-07.01: The organization's technology operations, process verification, error detection, issue management, root cause analysis, and problem management functions are formally documented, monitored, and KPIs are regularly reported to stakeholders.","PROTECT / Platform Security / Technology Operations, Service, & Support",PR.PS-07.01
7. IT Service Management / 7.8 Problem Management,TR-7.8.1,7.8.1: The FI should establish problem management process and procedures to determine and resolve the root cause of incidents to prevent the recurrence of similar incidents.,Full summarily,"DE.AE-04.01: The organization has a documented process to analyze and triage incidents to assess root cause, technical impact, mitigation priority, and business impact on the organization, as well as across the financial sector and other third party stakeholders.",DETECT / Adverse Event Analysis / Impact & Scope Determination,DE.AE-04.01
7. IT Service Management / 7.8 Problem Management,TR-7.8.2,7.8.2: The FI should maintain a record of past incidents which include lessons learnt to facilitate the diagnosis and resolution of future incidents with similar characteristics.,Full summarily,"ID.IM-03.01: A formal process is in place to improve protection controls and processes by integrating recommendations, findings, and lessons learned from exercises, testing, audits, assessments, and incidents.",IDENTIFY / Improvement / Improvements from Lessons Learned,ID.IM-03.01
7. IT Service Management / 7.8 Problem Management,TR-7.8.2,7.8.2: The FI should maintain a record of past incidents which include lessons learnt to facilitate the diagnosis and resolution of future incidents with similar characteristics.,Full summarily,"ID.IM-03.02: The organization establishes a systematic and comprehensive program to regularly evaluate and improve its monitoring and detection processes and controls as the threat environment changes, tools and techniques evolve, and lessons are learned.",IDENTIFY / Improvement / Improvements from Lessons Learned,ID.IM-03.02
7. IT Service Management / 7.8 Problem Management,TR-7.8.3,"7.8.3: A trend analysis of past incidents should be performed by the FI to identify commonalities and patterns in the incidents, and verify if the root causes to the problems had been properly identified and resolved. The FI should also use the analysis to determine if further corrective or preventive measures are necessary.",Full,"ID.IM-04.08: The organization regularly reviews response strategy, incident management plans, recovery plans, and associated tests and exercises and updates them, as necessary, based on:
(1) Lessons learned from incidents that have occurred (both internal and external to the organization);
(2) Current cyber threat intelligence (both internal and external sources);
(3) Recent and wide-scale cyber attack scenarios;
(4) Operationally and technically plausible future cyber attacks;
(5) Organizational or technical environment changes; and,
(6) New technological developments.",IDENTIFY / Improvement / Plans Affecting Operatons,ID.IM-04.08
8. IT Resilience / 8.1 System Availability,TR-8.1.1,8.1.1: Maintaining system availability is crucial in achieving confidence and trust in the FI’s operational capabilities. IT systems should be designed and implemented to achieve the level of system availability that is commensurate with its business needs.,Full,"PR.IR-04.02: Technology availability and capacity is planned, monitored, managed, and optimized to meet business resilience objectives and reasonably anticipated infrastructure demands.",PROTECT / Technology Infrastructure Resilience / Capacity Management,PR.IR-04.02
8. IT Resilience / 8.1 System Availability,TR-8.1.2,8.1.2: Redundancy or fault-tolerant solutions should be implemented for IT systems which require high system availability. The FI should perform a periodic review of its IT system and network architecture design to identify weaknesses in the existing design. The review should include a mapping of internal and external dependencies of the FI’s IT systems to determine any single point of failure. It is important that the FI conducts regular testing to ascertain that the level of resilience continues to meet its business requirements.,Full summarily,"GV.OC-05.01: The organization identifies, assesses, and documents the key dependencies, interdependencies, and potential points of failure to support the delivery of critical services (e.g., systems, business processes, workforce, third parties, facilities, etc.)",GOVERN / Organizational Context / Organizational Service Dependencies,GV.OC-05.01
8. IT Resilience / 8.1 System Availability,TR-8.1.2,8.1.2: Redundancy or fault-tolerant solutions should be implemented for IT systems which require high system availability. The FI should perform a periodic review of its IT system and network architecture design to identify weaknesses in the existing design. The review should include a mapping of internal and external dependencies of the FI’s IT systems to determine any single point of failure. It is important that the FI conducts regular testing to ascertain that the level of resilience continues to meet its business requirements.,Full summarily,"GV.RM-08.05: The technology architecture and associated management processes should be comprehensive (e.g., consider the full life cycle of infrastructure, applications, emerging technologies, and relevant data) and designed to achieve security and resilience commensurate with business needs.",GOVERN / Risk Management Strategy  / Technology Assimilation & Implementations,GV.RM-08.05
8. IT Resilience / 8.1 System Availability,TR-8.1.2,8.1.2: Redundancy or fault-tolerant solutions should be implemented for IT systems which require high system availability. The FI should perform a periodic review of its IT system and network architecture design to identify weaknesses in the existing design. The review should include a mapping of internal and external dependencies of the FI’s IT systems to determine any single point of failure. It is important that the FI conducts regular testing to ascertain that the level of resilience continues to meet its business requirements.,Full summarily,"PR.IR-02.01: The organization designs, documents, implements, tests, and maintains environmental and physical controls to meet defined business resilience requirements (e.g., environmental monitoring, dual power and communication sources, regionally separated backup processing facilities, etc.)",PROTECT / Technology Infrastructure Resilience / Environmental Threat Protections,PR.IR-02.01
8. IT Resilience / 8.1 System Availability,TR-8.1.2,8.1.2: Redundancy or fault-tolerant solutions should be implemented for IT systems which require high system availability. The FI should perform a periodic review of its IT system and network architecture design to identify weaknesses in the existing design. The review should include a mapping of internal and external dependencies of the FI’s IT systems to determine any single point of failure. It is important that the FI conducts regular testing to ascertain that the level of resilience continues to meet its business requirements.,Full summarily,"PR.IR-03.01:  The organization implements mechanisms (e.g., failsafe, load balancing, hot swaps, redundant equipment, alternate services, backup facilities, etc.) to achieve resilience requirements in normal and adverse situations.",PROTECT / Technology Infrastructure Resilience / Resilience Measures,PR.IR-03.01
8. IT Resilience / 8.1 System Availability,TR-8.1.2,8.1.2: Redundancy or fault-tolerant solutions should be implemented for IT systems which require high system availability. The FI should perform a periodic review of its IT system and network architecture design to identify weaknesses in the existing design. The review should include a mapping of internal and external dependencies of the FI’s IT systems to determine any single point of failure. It is important that the FI conducts regular testing to ascertain that the level of resilience continues to meet its business requirements.,Full summarily,PR.IR-04.01: Baseline measures of network and system utilization and transaction activity are captured to support capacity planning and anomalous activity detection.,PROTECT / Technology Infrastructure Resilience / Capacity Management,PR.IR-04.01
8. IT Resilience / 8.1 System Availability,TR-8.1.2,8.1.2: Redundancy or fault-tolerant solutions should be implemented for IT systems which require high system availability. The FI should perform a periodic review of its IT system and network architecture design to identify weaknesses in the existing design. The review should include a mapping of internal and external dependencies of the FI’s IT systems to determine any single point of failure. It is important that the FI conducts regular testing to ascertain that the level of resilience continues to meet its business requirements.,Full summarily,"PR.IR-04.02: Technology availability and capacity is planned, monitored, managed, and optimized to meet business resilience objectives and reasonably anticipated infrastructure demands.",PROTECT / Technology Infrastructure Resilience / Capacity Management,PR.IR-04.02
8. IT Resilience / 8.1 System Availability,TR-8.1.3,8.1.3: The FI should continuously monitor the utilisation of its system resources against a set of pre-defined thresholds. Such monitoring could facilitate the FI in carrying out capacity management to ensure IT resources are adequate to meet current and future business needs.,Full,"PR.IR-04.02: Technology availability and capacity is planned, monitored, managed, and optimized to meet business resilience objectives and reasonably anticipated infrastructure demands.",PROTECT / Technology Infrastructure Resilience / Capacity Management,PR.IR-04.02
8. IT Resilience / 8.1 System Availability,TR-8.1.4,8.1.4: Procedures should be established to respond to situations when pre-defined thresholds for system resources and system performance have been breached.,Full summarily,PR.IR-04.01: Baseline measures of network and system utilization and transaction activity are captured to support capacity planning and anomalous activity detection.,PROTECT / Technology Infrastructure Resilience / Capacity Management,PR.IR-04.01
8. IT Resilience / 8.1 System Availability,TR-8.1.4,8.1.4: Procedures should be established to respond to situations when pre-defined thresholds for system resources and system performance have been breached.,Full summarily,"PR.IR-04.02: Technology availability and capacity is planned, monitored, managed, and optimized to meet business resilience objectives and reasonably anticipated infrastructure demands.",PROTECT / Technology Infrastructure Resilience / Capacity Management,PR.IR-04.02
8. IT Resilience / 8.1 System Availability,TR-8.1.4,8.1.4: Procedures should be established to respond to situations when pre-defined thresholds for system resources and system performance have been breached.,Full summarily,"DE.AE-02.02: The organization establishes, documents, and regularly reviews event alert parameters and thresholds, as well as rule-based triggers to support automated responses, when known attack patterns, signatures or behaviors are detected.",DETECT / Adverse Event Analysis / Potentially Adverse Event Analysis,DE.AE-02.02
8. IT Resilience / 8.2 System Recoverability,TR-8.2.1,8.2.1: The FI should establish systems’ recovery time objectives (RTO) and recovery point objectives (RPO) that are aligned to its business resumption and system recovery priorities.,Full Summarily,"GV.OC-05.03: The organization defines objectives (e.g., Recovery Time Objective, Maximum Tolerable Downtime, Impact Tolerance) for the resumption of critical operations in alignment with business imperatives, stakeholder obligations, and critical infrastructure dependencies.",GOVERN / Organizational Context / Organizational Service Dependencies,GV.OC-05.03
8. IT Resilience / 8.2 System Recoverability,TR-8.2.1,8.2.1: The FI should establish systems’ recovery time objectives (RTO) and recovery point objectives (RPO) that are aligned to its business resumption and system recovery priorities.,Full Summarily,"GV.OC-05.04: Recovery point objectives to support data integrity are consistent with the organization's recovery time objectives, information flow dependencies between systems, and business obligations.",GOVERN / Organizational Context / Organizational Service Dependencies,GV.OC-05.04
8. IT Resilience / 8.2 System Recoverability,TR-8.2.2,"8.2.2: The FI’s disaster recovery plan should include procedures to recover systems from various disaster scenarios, as well as the roles and responsibilities of relevant personnel in the recovery process. The disaster recovery plan should be reviewed at least annually and updated when there are material changes to business operations, information assets or environmental factors.",Full Summarily,"ID.IM-04.02: The organization's incident response and business continuity plans contain clearly defined roles, responsibilities, and levels of decision-making authority, and include all needed areas of participation and expertise across the organization and key third-parties.",IDENTIFY / Improvement / Plans Affecting Operatons,ID.IM-04.02
8. IT Resilience / 8.2 System Recoverability,TR-8.2.2,"8.2.2: The FI’s disaster recovery plan should include procedures to recover systems from various disaster scenarios, as well as the roles and responsibilities of relevant personnel in the recovery process. The disaster recovery plan should be reviewed at least annually and updated when there are material changes to business operations, information assets or environmental factors.",Full Summarily,"ID.IM-04.03: Recovery plans include service resumption steps for all operating environments, including traditional, alternate recovery, and highly available (e.g., cloud) infrastructures.",IDENTIFY / Improvement / Plans Affecting Operatons,ID.IM-04.03
8. IT Resilience / 8.2 System Recoverability,TR-8.2.2,"8.2.2: The FI’s disaster recovery plan should include procedures to recover systems from various disaster scenarios, as well as the roles and responsibilities of relevant personnel in the recovery process. The disaster recovery plan should be reviewed at least annually and updated when there are material changes to business operations, information assets or environmental factors.",Full Summarily,"ID.IM-04.04: The organization has plans to identify, in a timely manner, the status of all transactions and member positions at the time of a disruption, supported by corresponding recovery point objectives.",IDENTIFY / Improvement / Plans Affecting Operatons,ID.IM-04.04
